,Counter
photonic crystal fiber (pcf),1
mid-infrared wavelengths,1
red-shifted dispersive waves (dws),1
computer science::databases,2
cho cells,1
microrna,6
mrna,3
special aspects of education,1
tips & tools,1
reads,1
lc8-6691,1
sequencing,1
akt1e17k mutation,1
akt1 e17k mutation,1
blood-based mutation detection,1
600,1
ddc:,1
ddc:600,1
genome dosage,2
hybrid vigor,2
f1 hybrid,2
heterosis,2
hybridity,2
fluids and plasma physics,1
z-pinch,1
nucleic acid enzymes,1
older adults; technology; lifestyle,1
source-language; context,1
physics - popular physics,2
hepatitis c,1
hepatitis,1
viral diseases,1
genetic epidemiology,2
emerging viral diseases,2
viral evolution,3
liver diseases,2
infectious hepatitis,2
optical coupler,1
long period grating,1
optical switch,1
sms fiber structure,1
surface,1
epitaxial,1
fe films,1
ag (001),1
otorhinolaryngologic diseases,2
body weight,2
physiological parameters,2
density functional theory,2
dehydrogenation,1
bifunctional,1
ammonia-borane,1
sexually transmitted infections,1
teenagers,1
1506,6
genitourinary medicine,1
huntington's chorea,1
ratolins (animals de laboratori),1
mice (laboratory animals),1
corea de huntington,1
brain computer interface; bci; image search; electroencephalograph; eeg; p300,1
linear constraints,1
assumption-based reasoning,1
dempster–shafer theory,1
spatial and temporal reasoning,1
computer science::logic in computer science,3
possibilistic logic,1
lattice-valued possibilistic logic,1
transverse cracking,1
damage mechanics,1
scanning electron microscopy (sem),1
small antenna,1
wearable,3
medical,3
ism band,1
iot,1
wrist-worn antenna,1
spo2,1
wireless sensor,1
self-assembly,2
iron nanoclusters,1
ge(001),1
x-ray magnetic circular dichroism,1
density functional theory calculations,1
stm,1
meiotic maturation,1
biotechnology & applied microbiology,1
expressão gênica,1
embryo development,1
bovinos,1
reverse transcription,1
follicle size,1
oócitos,1
developmental competence,1
mouse oocytes,1
alpha-amanitin,1
protein-synthesis,1
nuclear progression,1
messenger-rna,1
genetics & heredity,1
paroi cellulaire,1
récepteurs de surface cellulaire,1
shortest path tree,1
routing,1
digital communications and networking,1
wireless mesh network,1
multicast,1
electrophoresis; ionisation; mass spectroscopy; micromechanical devices; silicon compounds;,1
glun2b subunit,1
long-term depression,1
brain lateralization,1
n-methyl-d-aspartate receptor,1
metabotropic glutamate 5 receptor,1
amyloid-β protein,1
cortical asymmetry,1
muscarinic acetylcholine receptor,1
mathematics::probability,2
global and planetary change,4
550 earth sciences &amp; geology,1
archaeology,1
physics institute,1
530 physics,1
energy engineering and power technology,2
inhomogeneous condensates,1
text analysis,2
sentiment,2
networks,4
homophily,2
175,1
6,1
public opinion,2
online social media,2
hardware_logicdesign,4
hardware_performanceandreliability,4
medicina básica,1
gastroenterología y hepatología,1
ciencias médicas y de la salud,1
campylobacter jejuni,2
mucins,3
inmunología,1
cellular microbiology: pathogen-host cell molecular interactions,1
medicina clínica,1
muscus,1
glycans,1
chicken,1
histone modification,1
dna repair,2
pbg,1
photonic band gap,1
photonic crystals,1
infection,5
bile,1
acid,1
gastrointestinal,1
pathogenesis,4
ethanolamine,1
mini review article,2
listeria,2
claustral function hypothesis,1
place cells,1
claustrum,1
border cells,1
neuropsychology and physiological psychology,3
object cells,1
boundaries and landmark information,1
behavioral neuroscience,7
position,1
[phys.cond]physics [physics]/condensed matter [cond-mat],1
[ phys.cond ] physics [physics]/condensed matter [cond-mat],1
cond] physique/matière condensée [[phys],1
cond] physics/condensed matter [[phys],1
gir; toponyms; annotation,1
nanocrystals,2
gut bacteria,2
anti-thymocyte globulin,1
prostaglandin e2,1
mesenchymal stromal cells,2
multipotent adult progenitor cells,1
il-7,1
homeostatic proliferation,1
video browsing; deployment; user study; usage analysis;,1
post-editing; productivity; cognitive effort; automatic metrics for mt; eye tracking,1
systematic reviews (medical research),1
tx341-641,3
metabolisme,1
food exposure markers,1
[sdv.aen]life sciences [q-bio]/food and nutrition,1
biochemical markers,1
systematic review,1
literature search methodology,1
nutrition. foods and food supply,3
marcadors bioquímics,1
ressenyes sistemàtiques (investigació mèdica),1
[ sdv.aen ] life sciences [q-bio]/food and nutrition,1
valuation algebras,1
local computation,1
join tree decompositions,1
valuation networks,1
uncertainty,2
theoryofcomputation_general,4
semirings,1
soft constraints,1
electromagnetic energy harvester,1
tuning,1
generalized load;,1
dna gyrase,1
[sdv.bc]life sciences [q-bio]/cellular biology,1
[sdv.spee]life sciences [q-bio]/santé publique et épidémiologie,2
mechanisms of resistance,1
microbial sensitivity tests,1
"mutation, missense",1
salmonella paratyphi a,1
anti-bacterial agents,1
genotyping,1
salmonella typhi,1
dna topoisomerase iv,1
"dna, bacterial",1
genotype,1
complex mixtures,5
fluoroquinolones,1
insurance,1
activity trackers,1
older adults,1
wearable sensors,3
physical activity,1
healthcare,1
uv-excited cytosine polymers,1
developmental and educational psychology,2
management information systems,2
clinical interface,1
neonatal seizure detection,1
audification,1
decision making,1
05c85,1
transposons,1
genetic engineering,4
applied microbiology,3
microbial mutation,1
genetically modified organisms,3
quantitative finance - economics,1
transcription factor,3
materials science(all),8
nano express,4
68t50,1
ionic liquids;,1
physique,1
iso/iec 15504-5: 2006,1
medical device software,3
spice 1so/iec12207:2008,1
spi,4
economy,1
generalliterature_miscellaneous,3
ireland,2
jamming transition,1
[phys.cond.cm-scm]physics [physics]/condensed matter [cond-mat]/soft condensed matter [cond-mat.soft],1
[ phys.meca.mefl ] physics [physics]/mechanics [physics]/mechanics of the fluids [physics.class-ph],1
[ phys.cond.cm-scm ] physics [physics]/condensed matter [cond-mat]/soft condensed matter [cond-mat.soft],1
[phys.meca.mefl]physics [physics]/mechanics [physics]/mechanics of the fluids [physics.class-ph],2
disordered systems,1
non-parametric rank correlation,1
quantitative co-localization,2
intensity weighting,1
lifestyle capture,1
information visualisation,1
lifelogging,5
genetics and genomics/disease models,1
molecular biology/dna replication,1
molecular biology/recombination,1
genetics and genomics/chromosome biology,1
molecular biology/dna repair,1
antiferroelectric configuratio,1
lysyl-trna synthetase (lysrs),1
rab11-fip,1
rcp,2
endocytic recycling compartment,1
oxidative damage,1
body fluids,4
membrane receptor signaling,1
blood,6
soliton theory,5
lie groups and lie algebras,1
multi-component nonlinear schroedinger equations,1
"engineering, computing & technology",2
comment to the editor,1
"ingénierie, informatique & technologie",2
"65-02, 65k99",1
critical care and intensive care medicine,1
streptococcus,3
food fermentation,3
lactobacillus,3
lactococcus,4
hidden markov models,2
remote monitoring; remote sensing,1
maternal separation,1
anxiety,2
behavior,4
mice,4
genetics impact,1
resistance,3
co-expression networks,1
monte carlo method,2
markov chain monte carlo,2
nearest neighbor analysis (statistics),1
classification,1
axioms,1
empirical experiments,1
rules,1
queries,1
semantic integration,1
computer science and engineering,5
user-adaptive systems,1
user-centred evaluations,1
adaptive information retrieval systems,1
staphylococci,2
extracellular matrix adhesions,1
staphylococcus pseudintermedius,1
extracellular matrix,1
tk,6
tk electrical engineering. electronics nuclear engineering,5
t technology (general),1
t1,1
tcps,1
tricritical points,1
k-core percolation,1
bistability,2
protein lifetime,1
polyubiquitin chain,1
ubiquitination dynamics,1
oscillations,1
ubiquitin,3
protein degradation,1
4-methylbenzenesulfonamide triphenylphosphine oxide,1
heparin,1
endothelium,1
anticoagulants,1
haemorrhage,1
h.3.7,2
"decontamination, surface reaction, moving boundary problem, stefan problem, asymptotic analysis",1
"energy hedging, futures hedging, wavelet transform, hedging horizon, downside risk",1
futures hedging,2
energy hedging,1
wavelet transform,1
downside risk,1
financial risk management,1
hedging horizon,2
organ cultures,1
light microscopy,3
synthesis phase,1
organoids,1
fluorescence microscopy,3
biological cultures,2
cell staining,2
cell cycle and cell division,3
gene flow,2
admixture,2
consanguinity,2
sherpa,2
subpopulations,2
nepal,2
nepalese,2
tibetan,2
query formulation; relevance feedback; document expansion,1
sign language; translation; corpora,1
coatings,2
citrus extract,1
active packaging,1
lipid oxidation,1
α-tocopherol,1
bank resolution and recovery directive (brrd); single resolution mechanism (srm); global financial crisis,1
"ion-selective electrode; pb2+, electrochemical sensors; environmental monitoring; wireless sensor networks; screen printing",1
chinese translation; statistical machine translation; smt,1
colour; mood;,1
machine translation; system combination; machine learning,1
lactobacillus ruminis,1
prebiotics,1
rna-seq,5
wearable cameras; image sharing; reminiscence,1
"11,14-di-t-butyl-7,8,9,16,17,18-hexamethoxy-1,3,4,6-tetraazahexabenzo[bc,ef,hi,kl,no,qr]coronene",1
jel:c32,1
"ane processes, asymptotic expansion, density approximation, orthogonal polynomials",1
jel:c13,1
"41, 62f15, 60j75, 60j75, 60h30, 60e10, 62p20, 62m05, 62m86",1
[info.info-mo]computer science [cs]/modeling and simulation,2
tmz,1
gbm,1
angiogenesis,4
gossypol,1
food marketing,1
childhood obesity,1
obesogenic environments,1
wearable cameras,1
h.2.0,1
d.2.0,1
tardigrada,1
mitogenomics,1
arthropoda,3
long branch attraction,1
"animals, arachnida, arthropods, base composition, dna, mitochondrial, evolution, molecular, gene order, gene rearrangement, genome, mitochondrial, invertebrates, models, genetic, nematoda, phylogeny, tardigrada",1
strand asymmetry,1
single particle tracking,1
bio-nanotechnology,1
short communication,2
medical technology,1
cellular uptake,1
r855-855.5,1
"34d05, 34d20, 93d20, 93d09",1
predictive biomarkers,1
genome expression analysis,2
carcinoma cells,1
cancer stem cells,2
computer-assisted language learning,2
jel:r12,3
jel:r21,3
jel:g11,6
jel:g14,3
"integration, correlation, contagion, house price returns",2
e-learning,1
sensors; actuators;,1
física de materiales,1
software process improvement and assessment,1
sme’s,1
ddc:004,1
staphylococcus-aureus bacteremia,1
"vaccine development, delivery & adjuvants",1
physiological user interfaces,1
sensor data aggregation,1
cell phone ubiquity; lifelogging; physiological user interfaces; sensor data aggregation;,1
cell phone ubiquity,1
colonic bacteria,1
intestinal microbiology,2
inflammatory bowel disease,3
"62c10, 62f15, 94a12, 62h30",1
i.5.4,1
power-law distributions,1
solar physics,1
pareto power law,1
power law,1
neuropathic pain,1
back pain,1
dorsal horn,1
inflammatory pain,1
social networks; annotation; web 2.0;,1
hiv-1,1
malawi,1
ultradeep sequencing,1
rc109-216,1
subtype c,1
infectious and parasitic diseases,1
proviral dna,1
ddc:410,1
cell growth,1
vascular biology,3
immunohistochemical analysis,1
gene function,1
cardiovascular,3
electron-transport,1
current-induced forces,1
molecular junctions,1
nanostructuring,1
droplet etching,1
quantum dot,1
photoconductivity,1
oxides,1
transistors,1
monolayer molybdenum disulfide (mos2),1
laser beam effects,1
semiconductors,12
photoluminescence spectroscopy,1
transition metal chalcogenides,1
physics - applied physics,3
optical electronics,1
electrical properties and parameters,1
mathematics::combinatorics,1
trecvid;,1
desolvation,1
cocrystals,1
blood pressure,2
compartment model,1
parameter estimation,2
behavior and behavior mechanisms,1
meeting abstracts,1
open source software,3
evaluation method,1
[info.info-dl]computer science [cs]/digital libraries [cs.dl],1
software_softwareengineering,1
evaluation methods,1
[ info.info-dl ] computer science [cs]/digital libraries [cs.dl],1
comparison framework,1
bacterial resistance,2
stu:gp] sciences of the universe/earth sciences/geophysics [[sdu],1
[phys.phys.phys-class-ph]physics [physics]/physics [physics]/classical physics [physics.class-ph],1
nlin_ps] science non linéaire/formation de structures et solitons [[nlin],1
[sdu.stu.oc]sciences of the universe [physics]/earth sciences/oceanography,1
phys:phys_class-ph] physics/physics/classical physics [[phys],1
[phys.phys.phys-ao-ph]physics [physics]/physics [physics]/atmospheric and oceanic physics [physics.ao-ph],1
[phys.phys.phys-geo-ph]physics [physics]/physics [physics]/geophysics [physics.geo-ph],1
phys:phys_flu-dyn] physique/physique/dynamique des fluides [[phys],1
meca:mefl] physique/mécanique/mécanique des fluides [[phys],1
[nlin.nlin-ps]nonlinear sciences [physics]/pattern formation and solitons [nlin.ps],1
phys:phys_ao-ph] physics/physics/atmospheric and oceanic physics [[phys],1
physics - atmospheric and oceanic physics,2
physics - classical physics,1
math_na] mathematics/numerical analysis [[math],1
phys:phys_flu-dyn] physics/physics/fluid dynamics [[phys],1
[sde.mcg]environmental sciences/global changes,1
stu:gp] planète et univers/sciences de la terre/géophysique [[sdu],1
[spi.meca.mefl]engineering sciences [physics]/mechanics [physics.med-ph]/fluids mechanics [physics.class-ph],1
tsunami inundation,1
mcg] environmental sciences/global changes [[sde],1
"ocean] planète et univers/océan, atmosphère [[sdu]",1
stu:oc] planète et univers/sciences de la terre/océanographie [[sdu],1
phys:phys_ao-ph] physique/physique/physique atmosphérique et océanique [[phys],1
tsunami generation,1
mcg] sciences de l'environnement/milieux et changements globaux [[sde],1
[sdu.stu.gp]sciences of the universe [physics]/earth sciences/geophysics [physics.geo-ph],1
math_na] mathématiques/analyse numérique [[math],1
phys:phys_comp-ph] physics/physics/computational physics [[phys],1
[phys.phys.phys-comp-ph]physics [physics]/physics [physics]/computational physics [physics.comp-ph],1
