,Counter
"ester boserup, sozio-ökologische transitionen, gegenwärtige nachhaltigkeitsforschung, gesellschafts-natur interaktionen, frauen und gender in der landwirtschaft",1
singlet oxygen,1
microbicidal,1
antimicrobial agent,1
hblc,1
hbjd,1
source edition,1
adelskultur,1
ceremony,1
ritterorden,1
hbtb,1
quellenedition,1
aristocracy,1
chivalric order,1
zeremonie,1
amazon,1
dams,1
"05a15, 05a18, 68r05, 68r10",1
transaldolase,1
nqm1,1
vhr1,1
chronological lifespan,3
pentose phosphate pathway,3
"1,10-phenanthroline hydrochloride",1
crystal structure prediction,3
moisture sorption/desorption analysis,1
hydrate,4
intermolecular energies,1
neocuproine hydrochloride,1
thermal analysis,7
lizardfish,1
ek-1 cells,1
microsporidia,1
heterosporis saurida,1
"bic standard subject categories, literature & literary studies, literature: history & criticism, literary studies: general, literary studies: classical, early & medieval",2
"öfos, humanities, arts, history of music",2
"öfos, humanities, linguistics and literature, german studies",4
"bic standard subject categories, the arts, music, music: styles & genres, western ""classical"" music, medieval & renaissance music (c 1000 to c 1600)",1
"bic standard subject categories, the arts, music, music: styles & genres, sacred & religious music",1
"musikgeschichte, spätmittelalter, musikalische repertoires, ritual, identität, zeitbewusstsein, trienter codices, hermann pötzlinger, mensuralcodex st. emmeram, england, john dunstaple, guillaume dufay, gilles binchois, zentraleuropa, wien, hermann edlerawer, urbanus kungsperger, johannes brassart, johannes de sarto, friedrich iii. (iv.) von habsburg, albrecht ii. (v.) von habsburg, rudolf volkhardt, petrus wilhelmi de grudencz, böhmen, veneto, motette, devotionsmotette, gattungsgeschichte, marienverehrung, musikikonographie, kantoreibild, musik (motiv), sangvers, lyrik, epik, reimrede, oswald von wolkenstein, hugo von montfort, michel beheim, heinrich der teichner, peter suchenwirt, mönch von salzburg, liebhard eghenvelder, neidhart (nithart), österreichische nationalbibliothek, universität wien, konstanzer konzil, basler konzil, nibelungenlied, johannes lupi, johannes wiser, johannes prenner, regensburg, st. stephan, st. martin, johannes hus, isorhythmische motette, genter altar, jan van eyck, hubert van eyck;music history, late middle ages, musical repertories, music patronage, ritual, identity, awareness of time, trent codices, hermann poetzlinger, mensural codex st. emmeram, england, john dunstaple, guillaume dufay, gilles binchois, central europe, vienna, hermann edlerawer, urbanus kungsperger, johannes brassart, johannes de sarto, frederick iii (iv) of habsburg, albert ii (v) of habsburg, rudolf volkhardt, petrus wilhelmi de grudencz, bohemia, veneto, motet, devotional motet, genre transformation, marian devotions, musical iconography, chapel, sangvers, oswald von wolkenstein, hugo von montfort, michel beheim, heinrich der teichner, peter suchenwirt, monk of salzburg, liebhard eghenvelder, neidhart (nithart), austrian national library, university of vienna, council of constance, council of basle, nibelungenlied, johannes lupi, johannes wiser, johannes prenner, regensburg, st stephen, st martin, jan hus, isorhythmic motet, ghent altarpiece, jan van eyck, hubert van eyck",1
"46b25, 47a68, 30h10",1
pcr-dgge,1
molecular short- and long-term monitoring,1
limestone,1
in situ bio-consolidation treatment,1
clone sequencing,1
feeding deterrent,1
leaving behaviour,1
second instar,1
secondary plant compounds,1
jasmonates,1
walled carbon nanotubes,1
"spectroscopy, photochemistry, and excited states",4
"31b25, 30h30, 31a20",1
statistics - applications,5
62p25,1
"05a15, 05c05, 05c30, 11d68, 68p30",1
[ phys.cond.cm-sm ] physics [physics]/condensed matter [cond-mat]/statistical mechanics [cond-mat.stat-mech],2
ornstein-zernike equations,1
random-media,1
phase-separation,1
perspectives,4
[phys.cond.cm-scm]physics [physics]/condensed matter [cond-mat]/soft condensed matter [cond-mat.soft],6
[ phys.cond.cm-scm ] physics [physics]/condensed matter [cond-mat]/soft condensed matter [cond-mat.soft],3
matrices,1
fluids,2
triapine,1
"kp1089, [bis(2-acetylpyridine 4,4-dimethylthiosemicarbazonato-n,n,s)gallium(iii)] tetrachloridogallate",1
multidrug resistance,2
"gsh, glutathione",1
"kp1719, [bis(3-aminopyridine-2-carboxaldehyde 4,4-dimethylthiosemicarbazonato-n,n,s)gallium(iii)] hexafluorophosphate",1
"kp1657, [bis(2-acetylpyridine thiosemicarbazonato-n,n,s)gallium(iii)] nitrate",1
"cdnb, 1-chloro-2,4-dinitrobenzene",1
"dmf, dimethylformamide",1
"kp1740, [bis(2-formylpyridine 4,4-dimethylthiosemicarbazonato-n,n,s)gallium(iii)] hexafluorophosphate",1
"kp1550, 2-acetylpyridine 4,4-dimethylthiosemicarbazone",1
abc transporter,5
"p-gp, p-glycoprotein",1
"esi-ms, electrospray ionization mass spectrometry",1
"mrp, multidrug resistance-related protein",1
thiosemicarbazones,1
"abc, atp-binding cassette",1
"lrp, lung resistance protein",1
"td, terminal dimethylation",1
"triapine, 3-aminopyridine-2-carboxaldehyde thiosemicarbazone",1
"bcrp, breast cancer resistance protein",1
"mdr, multidrug resistance",1
"csa, cyclosporin a",1
"05a15 (primary), 05a19 (secondary)",1
management planning and control,1
management engineering,3
complex systems,3
network analysis (management),1
engineering,7
interdisciplinary physics,3
data extraction,1
trpv1,3
qsar,2
computer-aided drug discovery,1
data curation,2
"65n30, 65n15, 65n38",2
left atrial appendage occlusion,1
biogenic amines,4
gnrh,1
"endogenous gridpoints method,occasionally binding constraints,collateralized debt,durables",1
[qfin]quantitative finance [q-fin],5
collateralized debt,1
durables,2
occasionally binding constraints,1
[qfin] quantitative finance,5
endogenous gridpoints method,1
[qfin] économie et finance quantitative,5
"60c05, 68w40 (primary), 60f06, 65q30 (secondary)",1
"11n37, 11b39",1
malaria,1
geon concept,1
"business, management and accounting(all)",6
climate change adaptation,1
integrated spatial modeling,1
eastern africa,1
regionalization,2
"46e99, 46f30",1
polymer-derived ceramics,1
polysilazane,1
polycarbosilane,1
support,1
event shape analysis,2
hadron hadron,1
fractional,3
fragmentation function,3
fragmentation,5
hadron,3
thrust,2
differential cross section,2
same sign,1
05a15 05a16 05a17 05a19 05b45 11b68 30b70 33c20 33c45 52c20,1
anosmia,2
piriform cortex,1
sniffing,1
diamine oxidase,1
epitope mapping,2
recycling strategy,1
substance flow analysis,2
final sink,1
clean cycle,1
waste management,1
34a05,1
47g10,2
34a55,3
34b20,2
"58d17, 58e30, 35a01",1
"65n30, 65d17, 65d18, 65d07, 65d30",1
numerical quadrature,1
[info.info-mo]computer science [cs]/modeling and simulation,4
pdes on surfaces,1
subdivision methods,1
isogeometric analysis,4
"öfos, social sciences, other and interdisciplinary social sciences, migration research, emigration -,",3
"bic standard subject categories, biography & true stories, diaries, letters & journals",4
"bic standard subject categories, the arts, history of art / art & design styles, history of art & design styles: from c 1900 -, art & design styles: c 1900 to c 1960",4
"öfos, social sciences, other and interdisciplinary social sciences, women´s studies, women´s issues",3
"bic standard subject categories, the arts, history of art / art & design styles, history of art & design styles: from c 1900 -, art & design styles: c 1900 to c 1960, art & design styles: expressionism",3
"bic standard subject categories, society & social sciences, society & culture: general, social groups, gender studies, gender groups, gender studies: women",7
"wien, kunst, kultur, geschichte, frauen, jüdisch;vienna, art, culture, history, women, jewish",2
"bic standard subject categories, society & social sciences, society & culture: general, social groups, ethnic studies, ethnic minorities & multicultural studies",3
"öfos, natural sciences, meteorology, climatology",1
"öfos, agriculture & forestry, veterinary medicine, other and interdisciplinary agriculture and forestry",1
"öfos, technical sciences, other and interdisciplinary technical sciences",1
"öfos, social sciences, other and interdisciplinary social sciences",1
"österreich, klimawandel, auswirkungen, minderung, anpassung, sachstandsbericht, apcc;austira, climate change, impacts, mitigation measures, adaption, assessment report, apcc",1
"bic standard subject categories, earth sciences, geography, environment, planning, the environment, pollution & threats to the environment, climate change",1
"42b10, 42a10 (primary) 42b37 (secondary)",1
hypothesis and theory,3
bone resorption,1
bone remodeling,1
bone formation,2
disuse,1
wave equation,2
long time asymptotics,1
"(1,2-bis(diphenylphosphino)-3,4-bis(diphenylphosphine oxide)cyclobutane)-bis(2,2'-bipyridyl)-osmium bis(hexafluoroantimonate)",1
11a63,2
unit sum number,1
digit expansions,1
additive unit structure,1
11r11,1
11r67,1
"11r16, 11r11, 11a63, 11r67",2
11r16,1
homocysteine,2
adohcy,1
adomet,1
s-adenosyl-l-homocysteine hydrolase,2
multinuclear,1
hardware and instrumentation?notes,1
x?nucleus,1
hardware and instrumentation—notes,1
simultaneous,1
x‐nucleus,1
interleaved,1
"primary: 54d20, 54a35, secondary: 03e17",1
cq11,1
autecology,2
vector,2
acetylcholinesterase (ace gene),1
mosquito,1
inducer-independent enzyme production,1
cellulases and hemicellulases,1
biofuel,6
xylanase regulator 1 (xyr1),1
glucose response domain,1
strain improvement,2
cellulase,9
carbon source,1
representative cocycles of cohomology generators,1
graph pyramids,1
myeloproliferative neoplasms,1
jak2 v617f,1
quantitative pcr,1
[sdv.can]life sciences [q-bio]/cancer,5
external quality assurance,1
click beetle,1
wireworm,2
agriotes,2
trnl,2
random sequence generation,1
inhibition,6
structural equation model,1
cdk6,1
p16,2
research perspectives,1
ap-1,4
plant biology/plant-environment interactions,1
molecular biology/recombination,2
plant biology/plant genetics and gene expression,1
plant biology/plant genomes and evolution,1
genetics and genomics/plant genomes and evolution,1
molecular biology/dna methylation,1
molecular biology/dna repair,2
genetics and genomics/plant genetics and gene expression,3
ddc:519,1
level-set-methode,2
optimale steuerung,1
extended finite-elemente-methode,1
state constraints,1
stefan problem,1
extended finite element method,1
stefan-problem,2
diskontinuierliches galerkin-verfahren,1
level set method,1
diskontinuierliche galerkin-methode,1
discontinuous galerkin method,1
zustandsbeschränkungen,1
surface-functionalization,1
mixed monolayers,1
silica,1
zirconia,2
self-assembled monolayers,2
runt-related transcription factor 3,1
lineage decision,1
tgf-β1 signaling,1
notch,2
tgf-?1 signaling,1
monocyte differentiation,1
kruppel-like factor 4,1
attractiveness,3
repeated evaluation technique,2
styling,2
applied cognition,2
preference,3
electrodermal activity,3
innovativeness,2
mere exposure,2
polyinosinic:polycytidylic acid (poly(i:c)),1
animal model,5
western and central eastern europe,1
portfolio allocation,1
coalition governments,1
"57r20, 58j52",3
correspondence theory,1
relevant logic,1
routley-meyer semantics,1
sahlqvist’s correspondence,1
frame definability,1
lysosomes,8
[phys.mphy] physics/mathematical physics,1
[phys.cond.cm-msqhe] physics/condensed matter/mesoscopic systems and quantum hall effect,2
[phys.cond.gas] physics/condensed matter/quantum gases,3
compensatory growth,1
fractional norms,1
concentration of distances,1
high-dimensional data analysis,1
biology; geology; magnetic susceptibility; environment; magnetism; geophysics; material science,1
european eel,4
anguillicola crassus,2
swimbladder,2
"47b36, 81u40",3
"34l25, 39a11",2
halococcus species,2
extraterrestrial halite,1
halomucin,1
halococcus salifodinae,2
long-term survival,1
ancient salt deposit,1
schr?dinger picture,1
"öfos, humanities, linguistics and literature, history of literature",5
"bic standard subject categories, literature & literary studies, literature: history & criticism, children’s & teenage literature studies",2
"bic standard subject categories, biography & true stories, biography: general, biography: literary",2
"öfos, social sciences, sociology, women´s studies, women´s issues",2
"bic standard subject categories, biography & true stories, collected biographies",4
"österreich, kinder- und jugendliteratur, kulturelles gedächtnis, schriftstellerinnen, frauenbiografien, literaturwissenschaft;austria, children´s literature, cultural heritage, women writers, womens biographics, history of literature",2
"bic standard subject categories, reference, information & interdisciplinary subjects, encyclopaedias & reference works, reference works, dictionaries of biography (who's who)",2
"05c80, 82b43, 60k37, 82b26",1
data article,4
von willebrand factor,2
single molecule force spectroscopy,3
science (general),7
q1-390,7
brownian dynamics simulation,2
pancreas,4
zebrafish,5
islet,1
filopodia,1
stem cell differentiation,1
immune-modulatory properties,1
urine-derived stem cells (uscs),1
epidermolysis bullosa (eb),1
schur transformation,1
pontryagin space,1
schur algorithm,1
generalized nevanlinna function,2
self-adjoint operator or relation realization,1
70b10,2
jel:d83,13
jel:c60,2
mexico,2
polypodium rhodopleuron,1
secondary habitats,1
pleopeltis crassinervata,1
epiphyte,2
tropical montane forest,1
comet assay,5
photoprotection,2
uv radiation,3
myocardial infarction,6
fgf23,1
37n20,1
titchmarsh convolution theorem,1
global attractor,1
35q41,1
37k40,1
37l30,1
"37k40, 37l30, 35b41, 37n20, 81q05",1
81q05,2
unitary invariance,1
dirac equation,2
constructible sets,1
"28e15, 28a33 (secondary)",1
03e15 (primary),1
descriptive set theory,1
crea,1
dna-binding protein,1
adrastus spp.,1
elateridae,1
climatic factors,1
"47b36, 34b20 (primary), 47b39, 34a55 (secondary)",1
transplantation and cellular engineering,1
proton transport,2
hybrid perovskites,1
solar cells,3
chemical mutagenesis,1
crop improvement,1
snp calling,2
reverse genetic,1
"primary: 52a20, 52a30, secondary: 52a39, 52a41",1
"3-(4-(dibenzo[b,f][1,4]oxazepin-11-yl)piperazin-1-ium-1-yl)-2,2-dimethylpropanoate dihydrate",1
physical oceanography,1
chemical oceanography,1
emotion,4
neurophysiology and neuropsychology,3
qp351-495,3
chromogenic in situ hybridization,2
trichomonads,4
pentatrichomonas hominis,1
tritrichomonas foetus,2
"cadastre, land register, habsburg monarchy, bukovina, 19th century, franz i",1
"franziszeischer kataster, bukowina, habsburgermonarchie, franz i., 19. jahrhundert",1
"03b50, 03b52, 03b55",1
radiotherapy,3
combination therapy,3
05a05 (primary) 05a15 05a16 (secondary),1
"(mu-(2-(2-phenyl-3-(1-((2,4,6-tri-t-butylphenyl)phosphinidene)ethyl)-4,5,6,7-tetrahydro-2h-isophosphindol-1-yl)pyridine))-dichloro-di-gold acetonitrile solvate",1
ankle dorsiflexion,1
post-activation depression,1
spinal excitability,1
h-reflex,2
static stretching,3
synaptic inhibitions,1
41,4
131,1
atg,2
epigenetic,2
autophagic punctum,2
acetyl-coenzyme a,2
histone acetylation,4
"05c38, 05c45",1
2-microelectrode-voltage-clamp-technique,1
behavioural pharmacology,1
behavioral analysis,1
valerenic acid derivatives,1
gabaa receptors,2
lc–ms/ms,2
clinic for neurology,4
c. elegans,1
myoanatomy,1
tubulin,2
(eta^5^-cyclopentadienyl)-carbonyl-(((diphenylphosphino)(isopropyl)amino)carbonyl)-iron,1
"65j15, 65j20, 65j22",1
refilling,2
methods paper,1
plant harvest,1
galactosidase,1
n-glycans,2
aspergillus,2
process chemistry and technology,4
"mpda, multi-photodiode-array",1
retinal implant,1
"rp, retinitis pigmentosa",1
"fem, finite element method",1
"rbc, retinal bipolar cell",1
electric stimulation,2
retinal bipolar cells,1
compartment model,1
"cbc, cone bipolar cell",1
